"","GHC-017_output_filtered.bam","JHC-001_output_filtered.bam"
"PVP01_1255500",11,53
"PVP01_0422300",0,0
"PVP01_0009500",0,0
"PVP01_1344900",3,1
"PVP01_1432800",0,7
"PVP01_0111000",51,208
"PVP01_1309100",4,11
"PVP01_0716900",0,26
"PVP01_0122200",0,0
"PVP01_1214000",2,7
"PVP01_0738300",0,0
"PVP01_0712700",9,77
"PVP01_1311900",70,250
"PVP01_0618700",70,375
"PVP01_0205200",14,88
"PVP01_0832300",228,1232
"PVP01_0945500",0,0
"PVP01_0525100",5,11
"PVP01_0612900",70,393
"PVP01_1471800",5,25
"PVP01_1310700",115,570
"PVP01_0725000",46,172
"PVP01_0415000",3,33
"PVP01_0007720",0,0
"PVP01_1246700",72,395
"PVP01_1274800",0,0
"PVP01_1121700",193,1474
"PVP01_0402700",10,65
"PVP01_0010140",0,0
"PVP01_0401300",11,32
"PVP01_0918000",4,10
"PVP01_1268300",103,509
"PVP01_1135800",55,115
"PVP01_0724500",50,203
"PVP01_0949200",0,0
"PVP01_0608100",4,7
"PVP01_0420400",2,115
"PVP01_1110900",4,13
"PVP01_1256800",4,18
"PVP01_0728100",31,97
"PVP01_1265300",39,141
"PVP01_1317500",27,110
"PVP01_1429300",584,2919
"PVP01_0615000",84,436
"PVP01_0003890",0,0
"PVP01_0001910",0,0
"PVP01_0201500",12,242
"PVP01_0204300",27,155
"PVP01_0720000",14,27
"PVP01_0525800",9,40
"PVP01_1447000",87,398
"PVP01_0902100",8,71
"PVP01_0006070",0,0
"PVP01_1447700",5,14
"PVP01_1444800",1,33
"PVP01_0010730",0,0
"PVP01_1269800",3,3
"PVP01_1468800",19,36
"PVP01_0404700",5,19
"PVP01_0010480",0,0
"PVP01_1457900",194,879
"PVP01_1448100",44,260
"PVP01_0814600",40,115
"PVP01_0827600",6,15
"PVP01_1259800",37,138
"PVP01_0007670",0,0
"PVP01_1401900",22,47
"PVP01_0914500",7,32
"PVP01_0010040",0,0
"PVP01_0409000",86,329
"PVP01_1139400",509,2472
"PVP01_0005290",0,0
"PVP01_0001770",0,0
"PVP01_0943900",0,0
"PVP01_0901100",60,285
"PVP01_0000900",0,0
"PVP01_1454000",35,177
"PVP01_0730500",29,122
"PVP01_1417200",73,394
"PVP01_0918200",0,6
"PVP01_1243100",2,4
"PVP01_0413200",50,260
"PVP01_0813200",454,3808
"PVP01_0623300",40,213
"PVP01_0007990",0,0
"PVP01_0008310",0,0
"PVP01_1440300",21,53
"PVP01_0010510",0,0
"PVP01_0001810",0,0
"PVP01_MIT01300",0,2
"PVP01_0615400",29,120
"PVP01_0736300",0,0
"PVP01_0609800",33,121
"PVP01_0212600",35,204
"PVP01_0507600",29,179
"PVP01_0518000",13,44
"PVP01_0910600",10,66
"PVP01_1246300",196,805
"PVP01_1304500",101,338
"PVP01_0003420",0,0
"PVP01_1317400",59,257
"PVP01_0716600",53,331
"PVP01_0003700",0,0
"PVP01_0010550",0,0
"PVP01_0114500",36,158
"PVP01_0421000",21,51
"PVP01_1238900",70,239
"PVP01_0821400",48,132
"PVP01_0004200",0,0
"PVP01_0000430",0,0
"PVP01_0617600",7,27
"PVP01_0008880",0,0
"PVP01_0921900",97,408
"PVP01_1416500",209,1046
"PVP01_0514700",7,88
"PVP01_1146600",20,167
"PVP01_1126900",41,189
"PVP01_0007470",0,0
"PVP01_0734100",8,49
"PVP01_1458600",24,87
"PVP01_1335700",23,102
"PVP01_0011050",0,0
"PVP01_1206600",1,15
"PVP01_0832900",2,8
"PVP01_0007730",0,0
"PVP01_1341200",29,91
"PVP01_0708500",13,59
"PVP01_1210700",28,200
"PVP01_1431300",285,1240
"PVP01_0603300",0,3
"PVP01_0000090",0,0
"PVP01_0001260",0,0
"PVP01_0940800",31,127
"PVP01_0933400",2,1
"PVP01_1202100",326,2098
"PVP01_0814700",14,415
"PVP01_0531900",1,23
"PVP01_1208600",17,67
"PVP01_0215300",16,53
"PVP01_1447900",5,40
"PVP01_0414500",2,5
"PVP01_1217500",32,145
"PVP01_1128200",13,86
"PVP01_0524200",4,19
"PVP01_0423800",0,0
"PVP01_1441200",8,58
"PVP01_1015400",6,22
"PVP01_1434300",23,115
"PVP01_0421700",4,7
"PVP01_0406100",0,15
"PVP01_1300800",2,3
"PVP01_0927900",1,0
"PVP01_0840400",0,0
"PVP01_1251600",156,722
"PVP01_1413600",8,30
"PVP01_0003190",0,0
"PVP01_0008420",0,0
"PVP01_0007490",0,0
"PVP01_0313100",4,7
"PVP01_1141300",169,864
"PVP01_0624700",19,132
"PVP01_1305300",156,646
"PVP01_1102100",9,68
"PVP01_0401000",0,1
"PVP01_1323800",18,104
"PVP01_1033400",0,0
"PVP01_0103400",33,114
"PVP01_0219300",0,0
"PVP01_1469900",2,11
"PVP01_0944300",0,0
"PVP01_1440000",61,362
"PVP01_1002600",30,139
"PVP01_1034700",0,0
"PVP01_0005390",0,0
"PVP01_1128700",9,79
"PVP01_API03300",0,0
"PVP01_1019700",109,280
"PVP01_0804500",25,105
"PVP01_1472500",0,0
"PVP01_1306700",39,163
"PVP01_0210100",23,87
"PVP01_0221100",0,0
"PVP01_0003870",0,0
"PVP01_0004230",0,0
"PVP01_1345500",95,496
"PVP01_MIT00100",0,0
"PVP01_0009300",0,0
"PVP01_API02300",0,0
"PVP01_0008950",0,0
"PVP01_0926500",81,163
"PVP01_0000240",0,0
"PVP01_0006110",0,0
"PVP01_0005460",0,0
"PVP01_0409900",76,454
"PVP01_API03900",0,0
"PVP01_0719500",302,2745
"PVP01_0009520",0,0
"PVP01_0207700",4,45
"PVP01_0400900",0,10
"PVP01_0217100",26,128
"PVP01_0419100",316,2562
"PVP01_1328900",49,150
"PVP01_1428000",82,322
"PVP01_1460500",175,986
"PVP01_1413900",1,2
"PVP01_0830800",4,50
"PVP01_1463500",8,46
"PVP01_0002720",0,0
"PVP01_0001930",0,0
"PVP01_1437000",188,1009
"PVP01_1402800",4,4
"PVP01_0005200",0,0
"PVP01_0616900",5,59
"PVP01_1109700",4,10
"PVP01_1127700",0,6
"PVP01_1219800",25,116
"PVP01_0003230",0,0
"PVP01_0930900",0,5
"PVP01_1461800",7,47
"PVP01_0412600",3,61
"PVP01_0401200",2,22
"PVP01_1444700",47,255
"PVP01_0711500",175,926
"PVP01_1444300",10,53
"PVP01_1407600",54,201
"PVP01_1212000",7,26
"PVP01_1007600",13,59
"PVP01_1005800",1,5
"PVP01_0830700",24,103
"PVP01_0106700",82,314
"PVP01_1301700",118,717
"PVP01_1114500",26,65
"PVP01_1018800",71,198
"PVP01_0000570",0,0
"PVP01_1459600",46,277
"PVP01_1137000",89,404
"PVP01_0004275",0,0
"PVP01_0004090",0,0
"PVP01_0006020",0,0
"PVP01_1424300",68,410
"PVP01_0729800",14,58
"PVP01_1317100",90,307
"PVP01_0926800",9,29
"PVP01_0010950",0,0
"PVP01_1206300",70,272
"PVP01_0007890",0,0
"PVP01_1434600",24,190
"PVP01_0933900",4,20
"PVP01_1124100",110,467
"PVP01_1342600",45,156
"PVP01_0008450",0,0
"PVP01_0809200",149,658
"PVP01_1023500",65,395
"PVP01_0207300",47,164
"PVP01_1304400",6,8
"PVP01_0906100",16,86
"PVP01_0118100",3,49
"PVP01_0305300",2,5
"PVP01_1418500",31,155
"PVP01_0320900",9,12
"PVP01_1111100",64,338
"PVP01_0006590",0,0
"PVP01_1243200",1,4
"PVP01_0010870",0,0
"PVP01_0718300",109,520
"PVP01_1421900",164,546
"PVP01_0316800",3,17
"PVP01_0305000",7,62
"PVP01_1453800",18,101
"PVP01_0206600",71,281
"PVP01_0221300",0,0
"PVP01_1136200",28,215
"PVP01_0816700",31,156
"PVP01_0915100",16,57
"PVP01_0311700",4,19
"PVP01_1010200",33,151
"PVP01_0217700",0,0
"PVP01_1328700",223,1264
"PVP01_0602000",9,12
"PVP01_0116100",0,15
"PVP01_1217900",5,17
"PVP01_0736900",0,0
"PVP01_0413400",35,204
"PVP01_1264600",133,769
"PVP01_0306800",86,369
"PVP01_1021000",10,33
"PVP01_1017400",44,203
"PVP01_0010920",0,0
"PVP01_0003940",0,0
"PVP01_0207800",29,125
"PVP01_0007380",0,0
"PVP01_1467500",28,175
"PVP01_1016900",17,73
"PVP01_0205900",23,139
"PVP01_0419600",9,30
"PVP01_0009120",0,0
"PVP01_1022800",14,88
"PVP01_1447400",13,95
"PVP01_1148100",0,3
"PVP01_1401000",266,2438
"PVP01_1216800",9,22
"PVP01_1124600",208,1437
"PVP01_1458000",64,238
"PVP01_1405700",47,220
"PVP01_0701300",2,18
"PVP01_0518100",20,84
"PVP01_0005370",0,0
"PVP01_0001890",0,0
"PVP01_1128000",14,60
"PVP01_0417100",66,312
"PVP01_1215300",14,67
"PVP01_0118800",0,0
"PVP01_0005440",0,0
"PVP01_1235600",2,21
"PVP01_1423200",74,401
"PVP01_0001250",0,0
"PVP01_0201300",3,15
"PVP01_0010200",0,0
"PVP01_0005510",0,0
"PVP01_0708400",5,35
"PVP01_1443200",105,490
"PVP01_0808300",26,93
"PVP01_0936200",9,39
"PVP01_1413500",14,43
"PVP01_0533800",0,0
"PVP01_0704000",435,1879
"PVP01_0006400",0,0
"PVP01_0519000",49,168
"PVP01_0501100",2,17
"PVP01_1122500",16,42
"PVP01_1472000",17,96
"PVP01_0722200",2,18
"PVP01_0411900",5,11
"PVP01_1249800",13,47
"PVP01_1305400",115,609
"PVP01_0407500",166,813
"PVP01_0009870",0,0
"PVP01_1445900",47,308
"PVP01_0007600",0,0
"PVP01_0004870",0,0
"PVP01_1302300",92,787
"PVP01_0903000",27,83
"PVP01_1224000",88,389
"PVP01_0725900",118,581
"PVP01_0003160",0,0
"PVP01_0115300",2,17
"PVP01_0221600",0,0
"PVP01_1312700",0,4
"PVP01_API03100",0,0
"PVP01_0221400",0,0
"PVP01_1104600",134,481
"PVP01_0002790",0,0
"PVP01_1404400",79,318
"PVP01_MIT03000",0,4
"PVP01_0420600",2,17
"PVP01_0008710",0,0
"PVP01_0108000",15,89
"PVP01_1458900",44,238
"PVP01_0005590",0,0
"PVP01_1022900",2,5
"PVP01_0610500",15,112
"PVP01_0513000",819,7249
"PVP01_1322800",31,176
"PVP01_1262000",6,6
"PVP01_0001000",0,0
"PVP01_0726900",0,2
"PVP01_1437200",159,808
"PVP01_1203500",6,12
"PVP01_0923800",754,4340
"PVP01_1149200",0,0
"PVP01_0011010",0,0
"PVP01_1244000",31,77
"PVP01_0708600",4,44
"PVP01_0839600",0,0
"PVP01_1409500",3,31
"PVP01_0813000",22,93
"PVP01_0905100",477,1689
"PVP01_0401800",16,49
"PVP01_1302100",101,471
"PVP01_0916300",23,129
"PVP01_1272900",0,0
"PVP01_1133500",93,626
"PVP01_0000220",0,0
"PVP01_1101200",34,158
"PVP01_1201500",1,17
"PVP01_1101100",14,50
"PVP01_1417000",50,304
"PVP01_0502400",35,102
"PVP01_1216600",63,206
"PVP01_0712900",108,518
"PVP01_1451700",255,1190
"PVP01_0000820",0,0
"PVP01_0007840",0,0
"PVP01_0620700",1,9
"PVP01_0507300",50,224
"PVP01_0824600",8,58
"PVP01_1347300",0,0
"PVP01_0716100",59,276
"PVP01_1147900",21,25
"PVP01_1345600",88,404
"PVP01_0003060",0,0
"PVP01_1318800",10,60
"PVP01_0904200",71,791
"PVP01_MIT00300",0,3
"PVP01_1438500",13,31
"PVP01_1032700",0,1
"PVP01_1101900",1,3
"PVP01_1004800",53,181
"PVP01_1124700",31,133
"PVP01_1431700",22,92
"PVP01_0213100",8,67
"PVP01_1332400",76,439
"PVP01_1331700",114,496
"PVP01_0623800",37,329
"PVP01_0301100",25,73
"PVP01_0522700",6,23
"PVP01_0527800",2,23
"PVP01_0103600",2,18
"PVP01_1336500",125,569
"PVP01_1216100",7,41
"PVP01_1022500",401,1905
"PVP01_0002550",0,0
"PVP01_1306400",38,128
"PVP01_0702700",9,28
"PVP01_0817700",11,63
"PVP01_1253500",51,228
"PVP01_1213900",31,170
"PVP01_0826800",40,196
"PVP01_1337100",5,26
"PVP01_0008530",0,0
"PVP01_1133200",18,35
"PVP01_1132400",47,148
"PVP01_1110600",61,206
"PVP01_0807400",262,2187
"PVP01_1106700",82,277
"PVP01_0002230",0,0
"PVP01_1273500",0,0
"PVP01_1229200",47,243
"PVP01_1301900",79,451
"PVP01_0949500",0,0
"PVP01_0820500",3,20
"PVP01_0705800",19,90
"PVP01_1345900",110,627
"PVP01_1407000",5,9
"PVP01_0600600",6,67
"PVP01_0921000",18,86
"PVP01_0939700",131,813
"PVP01_0714800",42,317
"PVP01_1003200",220,1091
"PVP01_1031700",14,93
"PVP01_0509300",61,303
"PVP01_1030000",325,2445
"PVP01_1015500",1,5
"PVP01_1229800",23,148
"PVP01_0201000",1,23
"PVP01_1303900",21,85
"PVP01_0825900",11,31
"PVP01_1002700",229,1349
"PVP01_0943300",97,546
"PVP01_0001870",0,0
"PVP01_0713400",28,177
"PVP01_1116600",50,275
"PVP01_0728700",19,76
"PVP01_0007770",0,0
"PVP01_0927300",32,133
"PVP01_0723800",10,46
"PVP01_1315700",104,335
"PVP01_1013600",89,599
"PVP01_0521900",3,17
"PVP01_1210900",54,227
"PVP01_0733600",4,49
"PVP01_1470700",25,392
"PVP01_0409200",64,300
"PVP01_API01400",0,0
"PVP01_1145100",103,401
"PVP01_0812200",28,144
"PVP01_1273700",0,0
"PVP01_0107600",4,44
"PVP01_0500800",0,2
"PVP01_1114600",8,63
"PVP01_1322500",94,525
"PVP01_0212000",49,250
"PVP01_1467700",25,65
"PVP01_0611200",11,62
"PVP01_1256400",184,681
"PVP01_0513100",15,27
"PVP01_0000630",0,0
"PVP01_0728000",23,54
"PVP01_0930800",1,16
"PVP01_1246100",37,267
"PVP01_1347700",0,0
"PVP01_1337900",302,1867
"PVP01_0009290",0,0
"PVP01_1417300",43,164
"PVP01_1146700",100,756
"PVP01_1202800",216,1378
"PVP01_0115000",34,159
"PVP01_1113200",33,217
"PVP01_0621300",44,154
"PVP01_0530500",23,124
"PVP01_1439100",22,57
"PVP01_0410500",0,0
"PVP01_0001530",0,0
"PVP01_1136500",7,22
"PVP01_0010270",0,0
"PVP01_0620500",7,56
"PVP01_1245900",30,194
"PVP01_1404800",10,44
"PVP01_0211700",21,61
"PVP01_0010450",0,0
"PVP01_1457300",80,337
"PVP01_MIT01500",0,1
"PVP01_0007350",0,0
"PVP01_1454100",3,10
"PVP01_1129300",5,20
"PVP01_0720100",51,170
"PVP01_1123000",21,118
"PVP01_API00900",0,0
"PVP01_1258200",11,30
"PVP01_0510500",17,64
"PVP01_0218900",0,0
"PVP01_1452900",44,351
"PVP01_0003600",0,0
"PVP01_1326000",74,274
"PVP01_1315400",12,69
"PVP01_0002410",0,0
"PVP01_1143100",28,107
"PVP01_0004290",0,0
"PVP01_0309800",135,857
"PVP01_1017200",90,406
"PVP01_0945400",0,0
"PVP01_1139800",41,267
"PVP01_0010350",0,0
"PVP01_1326500",30,157
"PVP01_0815700",0,1
"PVP01_0005680",0,0
"PVP01_0932000",141,711
"PVP01_1126400",69,338
"PVP01_0317200",24,227
"PVP01_0725700",46,226
"PVP01_1419000",7,19
"PVP01_1447300",137,1016
"PVP01_0621200",21,45
"PVP01_0307000",66,310
"PVP01_0531600",8,34
"PVP01_1413800",6,7
"PVP01_1248800",7,44
"PVP01_1241000",444,2566
"PVP01_0422100",0,0
"PVP01_0904900",20,116
"PVP01_0933500",3,5
"PVP01_0834300",47,445
"PVP01_1229100",7,39
"PVP01_0007300",0,0
"PVP01_0935600",8,19
"PVP01_1142400",18,43
"PVP01_1428300",11,119
"PVP01_0008070",0,0
"PVP01_1314400",16,77
"PVP01_0402800",8,78
"PVP01_1017600",22,67
"PVP01_1404300",25,102
"PVP01_0406900",5,10
"PVP01_0404100",33,194
"PVP01_1117600",23,93
"PVP01_0007980",0,0
"PVP01_0001360",0,0
"PVP01_0807200",13,54
"PVP01_1205900",4,26
"PVP01_MIT02800",2,4
"PVP01_0815300",133,530
"PVP01_1005900",43,248
"PVP01_0522900",28,165
"PVP01_0927200",7,30
"PVP01_1413000",7,42
"PVP01_0804400",14,43
"PVP01_0000330",0,0
"PVP01_0002170",0,0
"PVP01_0709900",56,240
"PVP01_0003070",0,0
"PVP01_1102000",2,15
"PVP01_1032900",0,1
"PVP01_0917600",32,81
"PVP01_0409600",42,150
"PVP01_0423900",0,0
"PVP01_0412300",1,9
"PVP01_0930200",316,1712
"PVP01_1127900",3,1
"PVP01_0419200",65,439
"PVP01_1013900",66,241
"PVP01_1256600",108,435
"PVP01_0002750",0,0
"PVP01_0516600",102,552
"PVP01_API00300",0,0
"PVP01_1441900",11,56
"PVP01_0613900",68,246
"PVP01_1466300",2,12
"PVP01_0003120",0,0
"PVP01_0501500",1,20
"PVP01_1429700",7,31
"PVP01_1143700",12,80
"PVP01_0531700",1,23
"PVP01_1134000",2,11
"PVP01_0810100",31,121
"PVP01_1469000",1,17
"PVP01_1002900",153,876
"PVP01_0111200",1,8
"PVP01_0114800",35,199
"PVP01_0931200",27,115
"PVP01_0624400",10,28
"PVP01_0812100",134,664
"PVP01_0508500",10,76
"PVP01_0300700",11,71
"PVP01_1023700",8,49
"PVP01_1205400",11,36
"PVP01_0303100",3,8
"PVP01_1233200",3,18
"PVP01_0004760",0,0
"PVP01_1123800",76,200
"PVP01_0509800",35,104
"PVP01_1138000",1,42
"PVP01_0905200",54,178
"PVP01_1119000",25,111
"PVP01_0707400",60,170
"PVP01_0604500",4,16
"PVP01_0004480",0,0
"PVP01_0837500",9,40
"PVP01_1265800",14,35
"PVP01_0607200",254,1135
"PVP01_API05000",0,0
"PVP01_0900300",19,53
"PVP01_0528800",156,450
"PVP01_0700900",63,189
"PVP01_1426600",423,2287
"PVP01_0929300",18,86
"PVP01_0007400",0,0
"PVP01_0318900",15,55
"PVP01_1213200",25,78
"PVP01_1316400",5,24
"PVP01_1011600",56,266
"PVP01_0003670",0,0
"PVP01_1251000",81,280
"PVP01_0009700",0,0
"PVP01_1236900",18,116
"PVP01_0523000",2,17
"PVP01_0106300",229,1255
"PVP01_0220400",0,0
"PVP01_0701800",272,1151
"PVP01_1107800",79,216
"PVP01_0107200",3,19
"PVP01_0704100",13,103
"PVP01_1340800",86,463
"PVP01_1257900",157,1080
"PVP01_1219700",15,87
"PVP01_1456300",4,25
"PVP01_0111700",22,120
"PVP01_1104100",30,154
"PVP01_1342100",97,310
"PVP01_0931700",3,39
"PVP01_1022000",17,91
"PVP01_0005270",0,0
"PVP01_0214900",4,18
"PVP01_1440200",173,851
"PVP01_0002020",0,0
"PVP01_0408100",3,11
"PVP01_0314300",55,363
"PVP01_1445600",7,23
"PVP01_0302100",2,3
"PVP01_0737600",0,0
"PVP01_0424300",0,0
"PVP01_1131100",27,150
"PVP01_1119900",12,70
"PVP01_0000860",0,0
"PVP01_0114600",25,73
"PVP01_0003720",0,0
"PVP01_1201800",51,209
"PVP01_0608200",6,27
"PVP01_0215800",28,153
"PVP01_1422200",3,5
"PVP01_0316000",7,16
"PVP01_1035400",0,0
"PVP01_0526100",0,3
"PVP01_0928900",15,137
"PVP01_1251100",5,75
"PVP01_1225700",0,7
"PVP01_1222400",3,21
"PVP01_0823300",10,55
"PVP01_0009150",0,0
"PVP01_0941300",144,676
"PVP01_1315900",24,39
"PVP01_1025800",1,8
"PVP01_0008030",0,0
"PVP01_0001840",0,0
"PVP01_0529400",91,1068
"PVP01_0819700",38,62
"PVP01_0519800",23,70
"PVP01_0707000",176,914
"PVP01_1461100",143,780
"PVP01_1332300",76,284
"PVP01_0200200",6,40
"PVP01_1323600",158,937
"PVP01_0735900",0,0
"PVP01_1149300",0,0
"PVP01_1237700",2,7
"PVP01_0205100",30,143
"PVP01_0622400",16,107
"PVP01_0007750",0,0
"PVP01_0815500",9,62
"PVP01_1225600",11,19
"PVP01_0532300",2,0
"PVP01_1459100",103,492
"PVP01_0931900",59,244
"PVP01_0507400",76,389
"PVP01_1306100",85,415
"PVP01_1211700",59,393
"PVP01_1248300",50,223
"PVP01_1239900",299,1622
"PVP01_0002290",0,0
"PVP01_1105600",55,285
"PVP01_1443400",45,322
"PVP01_0004660",0,0
"PVP01_0505700",313,1346
"PVP01_0415500",1,13
"PVP01_0735600",25,124
"PVP01_1145800",35,107
"PVP01_1134200",27,198
"PVP01_1436300",3,3
"PVP01_1147000",121,626
"PVP01_0000140",0,0
"PVP01_0622300",25,200
"PVP01_0702500",36,132
"PVP01_0422400",0,0
"PVP01_1428800",126,449
"PVP01_0918400",25,124
"PVP01_MIT00200",0,2
"PVP01_API01100",0,0
"PVP01_0946200",0,0
"PVP01_1305100",25,121
"PVP01_1146000",31,109
"PVP01_0009670",0,0
"PVP01_0408600",15,44
"PVP01_0212200",320,1191
"PVP01_0921300",93,607
"PVP01_0713300",66,414
"PVP01_0616100",4,23
"PVP01_0009560",0,0
"PVP01_1425300",10,31
"PVP01_1403700",30,169
"PVP01_0007010",0,0
"PVP01_1022700",96,335
"PVP01_0819900",72,427
"PVP01_0217900",0,0
"PVP01_1009900",24,94
"PVP01_1018700",28,50
"PVP01_1216700",103,515
"PVP01_1029100",0,0
"PVP01_1334200",308,1601
"PVP01_API00200",0,0
"PVP01_1418300",7,25
"PVP01_0619600",153,825
"PVP01_1314500",14,60
"PVP01_0422200",0,0
"PVP01_1129000",6,9
"PVP01_0105400",47,260
"PVP01_0620800",14,33
"PVP01_0102200",3,23
"PVP01_0001480",0,0
"PVP01_0007120",0,0
"PVP01_0621800",20,60
"PVP01_1204000",14,70
"PVP01_0115400",45,169
"PVP01_0000940",0,0
"PVP01_0934700",122,735
"PVP01_1210000",23,85
"PVP01_0216400",3,1
"PVP01_0002510",0,0
"PVP01_0201700",37,90
"PVP01_0828600",36,247
"PVP01_0501400",4,7
"PVP01_1218100",27,75
"PVP01_0010150",0,0
"PVP01_1266700",189,1196
"PVP01_1328000",21,81
"PVP01_0820900",30,166
"PVP01_0104200",256,1292
"PVP01_1237900",2,32
"PVP01_1333500",63,373
"PVP01_0002470",0,0
"PVP01_1209200",23,78
"PVP01_0300400",75,174
"PVP01_0001100",0,0
"PVP01_0001990",0,0
"PVP01_1452100",4,25
"PVP01_0105000",34,99
"PVP01_0003340",0,0
"PVP01_0006480",0,0
"PVP01_0310700",12,83
"PVP01_1470000",4,13
"PVP01_1404100",7,44
"PVP01_1020100",4,7
"PVP01_0911500",15,69
"PVP01_0945800",0,0
"PVP01_0002490",0,0
"PVP01_1311600",87,472
"PVP01_1117800",23,118
"PVP01_0942800",94,357
"PVP01_0310500",47,133
"PVP01_0314900",26,175
"PVP01_0314200",26,107
"PVP01_1463900",7,16
"PVP01_0900400",8,42
"PVP01_0837100",20,79
"PVP01_0008410",0,0
"PVP01_1404900",58,223
"PVP01_0623700",3,15
"PVP01_0908800",9,29
"PVP01_0502200",19,86
"PVP01_1103200",43,177
"PVP01_0000700",0,0
"PVP01_0007930",0,0
"PVP01_0001900",0,0
"PVP01_1342800",152,635
"PVP01_0220200",0,0
"PVP01_0605500",34,137
"PVP01_0114700",23,75
"PVP01_1030500",3,5
"PVP01_1213600",3,4
"PVP01_0202900",195819,401442
"PVP01_0006840",0,0
"PVP01_0923100",67,290
"PVP01_1273300",0,0
"PVP01_0007800",0,0
"PVP01_0004300",0,0
"PVP01_1013000",14,138
"PVP01_1220100",11,123
"PVP01_1270300",121,342
"PVP01_1206400",709,3616
"PVP01_0713900",12,32
"PVP01_1247000",33,211
"PVP01_1030200",64,228
"PVP01_1264200",29,119
"PVP01_1254900",3,9
"PVP01_0606900",268,1018
"PVP01_0832200",25,161
"PVP01_0418700",23,64
"PVP01_1449100",27,119
"PVP01_0529600",83,437
"PVP01_0004010",0,0
"PVP01_0302000",1,3
"PVP01_0218500",0,0
"PVP01_0004820",0,0
"PVP01_1410800",27,118
"PVP01_1015000",36,116
"PVP01_1008200",47,231
"PVP01_1024400",19,92
"PVP01_0730700",10,81
"PVP01_0609200",153,1244
"PVP01_0721800",2,44
"PVP01_1126700",46,289
"PVP01_1122300",5,44
"PVP01_1451300",0,0
"PVP01_0110500",35,129
"PVP01_1427800",80,246
"PVP01_1345400",48,244
"PVP01_1450500",10,58
"PVP01_1027500",264,1833
"PVP01_0004960",0,0
"PVP01_1127800",58,248
"PVP01_1448700",34,120
"PVP01_0206500",0,11
"PVP01_1117900",12,56
"PVP01_1112300",210,898
"PVP01_1431100",61,291
"PVP01_0800400",2,32
"PVP01_1417400",8,84
"PVP01_0518700",28,142
"PVP01_0513500",12,25
"PVP01_1138900",10,88
"PVP01_1100400",2,11
"PVP01_0839800",0,0
"PVP01_MIT01100",0,0
"PVP01_0204900",43,235
"PVP01_1425500",3,30
"PVP01_1243700",191,780
"PVP01_0713100",22,47
"PVP01_0008980",0,0
"PVP01_0832400",26,187
"PVP01_1103100",63,241
"PVP01_1341000",74,446
"PVP01_1346500",36,61
"PVP01_0809800",81,309
"PVP01_0821200",56,287
"PVP01_1009200",2,5
"PVP01_0505400",48,234
"PVP01_0219700",0,0
"PVP01_0823900",43,242
"PVP01_0802900",109,490
"PVP01_1267800",85,390
"PVP01_0117200",5,21
"PVP01_0101400",501,1878
"PVP01_1409200",99,358
"PVP01_0006330",0,0
"PVP01_1016700",13,113
"PVP01_0008990",0,0
"PVP01_0702800",1,4
"PVP01_0000310",0,0
"PVP01_1140400",15,65
"PVP01_0929500",10,24
"PVP01_0211500",11,82
"PVP01_0008860",0,0
"PVP01_0525000",1,5
"PVP01_0832600",9,41
"PVP01_0403500",32,143
"PVP01_0624000",14,39
"PVP01_1238700",56,243
"PVP01_1249100",76,538
"PVP01_0405700",19,91
"PVP01_0606400",20,118
"PVP01_0007180",0,0
"PVP01_0004790",0,0
"PVP01_0827300",6,13
"PVP01_1465400",1,16
"PVP01_0608400",0,6
"PVP01_0011130",0,0
"PVP01_0009400",0,0
"PVP01_0722700",27,111
"PVP01_0802100",52,329
"PVP01_1122200",72,333
"PVP01_0948300",0,0
"PVP01_1448600",17,81
"PVP01_1120000",5,18
"PVP01_0006190",0,0
"PVP01_0520900",25,108
"PVP01_0913400",55,330
"PVP01_1033000",0,2
"PVP01_1326600",47,266
"PVP01_1462100",38,168
"PVP01_1425600",6,23
"PVP01_1215000",5,22
"PVP01_0925300",4,47
"PVP01_0415900",78,343
"PVP01_1029300",38,189
"PVP01_1208100",3,7
"PVP01_0807500",50,341
"PVP01_1261400",232,1902
"PVP01_1128300",9,63
"PVP01_1263000",33,75
"PVP01_0003630",0,0
"PVP01_0005960",0,0
"PVP01_0107900",12,52
"PVP01_1239500",27,33
"PVP01_0727700",70,307
"PVP01_0001550",0,0
"PVP01_1140900",17,48
"PVP01_0121900",0,0
"PVP01_0009360",0,0
"PVP01_1233600",32,91
"PVP01_0000880",0,0
"PVP01_1029500",31,120
"PVP01_0504100",16,58
"PVP01_0821600",276,1450
"PVP01_0509100",0,13
"PVP01_0705700",53,244
"PVP01_1325200",16,64
"PVP01_0908900",16,39
"PVP01_0001300",0,0
"PVP01_1148200",0,0
"PVP01_1471200",3,23
"PVP01_0303500",2,7
"PVP01_1428400",79,496
"PVP01_0403100",218,797
"PVP01_0945200",0,0
"PVP01_0814100",3,15
"PVP01_0005710",0,0
"PVP01_0310800",1,6
"PVP01_1324200",8,22
"PVP01_1464000",54,273
"PVP01_0217500",0,0
"PVP01_0306400",15,59
"PVP01_1118900",114,477
"PVP01_0412500",45,206
"PVP01_0811900",4,48
"PVP01_0601200",13,19
"PVP01_1118600",4,34
"PVP01_0918300",3,3
"PVP01_0105200",76,350
"PVP01_0000730",0,0
"PVP01_0120600",0,0
"PVP01_0003520",0,0
"PVP01_1139100",207,758
"PVP01_0924700",461,3504
"PVP01_0935100",271,674
